COUNTRY,CITY,THEME,HIGHLIGHTS,PRECAUTION,VISA,AVG_COST_PER_DAY,FLIGHT_COST
Lebanon,Tripoli,culture,"Citadel of Raymond de Saint-Gilles, Traditional Soap Market",Be cautious at night,Yes,60,620
Lebanon,Tyre,history,"Roman Hippodrome, Sea Port Ruins",Hot weather in summer,Yes,60,630
Lebanon,Jeita,nature,"Jeita Grotto, Cable Car Rides","Slippery caves, wear good shoes",Yes,60,620
Lebanon,Zahle,culture,"Wine Tasting, Berdawni Promenade",Alcohol rules vary,Yes,60,610
Lebanon,Sidon,history,"Sea Castle, Khan al-Franj, Markets",Traffic congestion,Yes,60,620
Lebanon,Faraya,adventurous,"Ski Resorts, Mountain Scenery",Cold winters,Yes,75,640
Lebanon,Ehden,nature,"Ehden Nature Reserve, Hiking Trails",Limited public transport,Yes,65,630
Lebanon,Deir el Qamar,history,"Palaces, Old Churches, Mountain Views",Steep roads,Yes,60,620
Lebanon,Bcharr?,culture,"Gibran Museum, Cedars Forest",Winding mountain roads,Yes,60,630
Lebanon,Anjar,history,"Umayyad Ruins, Historical Sites",Sun exposure,Yes,60,620
Lebanon,Beit ed-Dine,culture,"Beit ed-Dine Palace, Summer Festivals",Limited shops nearby,Yes,60,620
Lebanon,Broummana,relaxation,"Mountain Retreats, Cafes",Busy during summer,Yes,65,630
Lebanon,Jounieh,modern,"Cable Car, Coastal Views, Casino du Liban",Traffic and noise,Yes,65,630
Lebanon,Naqoura,nature,"Coastal Cliffs, Blue Water Beaches",Border zone?check safety,Yes,60,640
Lebanon,Tannourine,nature,"Cedar Forest, Hiking",Remote location,Yes,60,630
Lebanon,Chouf Mountains,nature,"Scenic Drives, Wildlife Reserves",Drive with care,Yes,65,640
Lebanon,Maaser el Chouf,nature,"Eco-lodges, Cedar Trails",Cold in winter,Yes,60,630
Malaysia,Kuala Lumpur,modern,"Petronas Twin Towers, Bukit Bintang, Batu Caves",Traffic congestion,No,70,0
Malaysia,George Town,culture,"Street Art, Kek Lok Si Temple, Colonial Architecture",Hot afternoons,No,60,0
Malaysia,Langkawi,relaxation,"Sky Bridge, Island Hopping, Duty-Free Shopping",Jellyfish in sea,No,65,0
Malaysia,Melaka,history,"Jonker Street, A Famosa Fort, River Cruise",Crowded weekends,No,55,0
Malaysia,Kota Kinabalu,adventurous,"Mount Kinabalu, Tunku Abdul Rahman Park, Gaya Street",Weather changes quickly,No,65,0
Malaysia,Kuching,culture,"Sarawak Cultural Village, Cat Museum, River Walk",Respect local customs,No,60,0
Malaysia,Ipoh,modern,"Concubine Lane, Cave Temples, Food Trail",Slippery cave floors,No,55,0
Malaysia,Cameron Highlands,nature,"Tea Plantations, Mossy Forest, Strawberry Farms",Cool & wet climate,No,60,0
Malaysia,Genting Highlands,relaxation,"Theme Parks, Casino, Cable Car",Crowds on weekends,No,65,0
Malaysia,Putrajaya,modern,"Pink Mosque, Botanical Gardens, Architecture",Very hot in daytime,No,60,0
Malaysia,Johor Bahru,modern,"Legoland, Shopping Malls, Istana Garden",Border traffic,No,55,0
Malaysia,Taman Negara,adventurous,"Canopy Walkway, Jungle Trekking, Wildlife",Leeches during hikes,No,50,0
Malaysia,Tawau,nature,"Hiking Trails, Cocoa Village, Waterfalls",Rural facilities,No,55,0
Malaysia,Sandakan,nature,"Sepilok Orangutan Centre, Turtle Islands, Rainforest",Mosquitoes,No,60,0
Malaysia,Lahad Datu,eco,"Danum Valley, Rainforest Lodges",Remote and humid,No,60,0
Malaysia,Semporna,beach,"Bohey Dulang, Mabul Island, Snorkeling",Strong sun exposure,No,65,0
Malaysia,Miri,culture,"Niah Caves, Petroleum Museum, Beaches",Remote cave paths,No,60,0
Malaysia,Bintulu,nature,"Similajau National Park, Tumbina Park",Hot & humid,No,55,0
Malaysia,Kuala Terengganu,beach,"Crystal Mosque, Redang Island Access",Observe dress code,No,60,0
Malaysia,Kuantan,beach,"Teluk Cempedak, Sungai Pandan Falls, Mosque",Monsoon season,No,55,0
Malaysia,Alor Setar,culture,"Zahir Mosque, Paddy Fields, State Museum",Limited nightlife,No,50,0
Malaysia,Kangar,culture,"Gua Kelam, State Gallery, Paddy Fields",Quiet town,No,50,0
Malaysia,Kuala Kangsar,history,"Ubudiah Mosque, Royal Museum, Palace",Small town vibes,No,50,0
Malaysia,Port Dickson,beach,"Beaches, Army Museum, Resorts",Crowds during holidays,No,55,0
Malaysia,Seremban,modern,"Food Scene, Lake Gardens, Cultural Complex",Hot midday sun,No,50,0
Malaysia,Taiping,nature,"Lake Gardens, Zoo, Maxwell Hill",Rainy often,No,55,0
Malaysia,Labuan,island,"Duty-Free Shopping, Peace Park, Chimney Museum",Island transport,No,55,0
Malaysia,Puteri Harbour,modern,"Hello Kitty Town, Marina Walk, Family Attractions",Weekend traffic,No,55,0
Malaysia,Bukit Fraser,nature,"Cool Weather, Bird Watching, Trails",Foggy roads,No,50,0
Malaysia,Janda Baik,nature,"Retreats, Streams, Hikes",Limited phone signal,No,55,0
Malaysia,Tasik Kenyir,nature,"Freshwater Lake, Houseboats, Fishing",Remote access,No,55,0
Malaysia,Pulau Pangkor,beach,"Beaches, Dutch Fort, Hornbills",Peak season crowds,No,55,0
Malaysia,Pulau Tioman,beach,"Diving, Marine Life, Jungle Trek",Boat ride required,No,60,0
Malaysia,Pulau Perhentian,beach,"Snorkeling, Coral Reefs, Chill Vibes",Monsoon closure (Nov-Feb),No,60,0
Malaysia,Pulau Kapas,beach,"Quiet Island, Soft Sand, Budget Resorts",No ATMs? bring cash,No,55,0
Malaysia,Bukit Tinggi,culture,"Colmar Tropicale, Japanese Garden",Cool but touristy,No,55,0
Malaysia,Gua Musang,nature,"Caves, Limestone Hills, Waterfalls",Leech risk in jungle,No,50,0
Malaysia,Beruas,history,"Ancient Tombstones, Heritage Museum",Very small town,No,50,0
Malaysia,Pulau Lang Tengah,beach,"Island Getaway, Diving Spots, Clear Waters",Limited transport,No,60,0
Malaysia,Pulau Rawa,beach,"Luxury Island, White Sand, Snorkeling",Book early,No,65,0
Malaysia,Pulau Sibu,beach,"Secluded Beaches, Marine Activities",Basic infrastructure,No,55,0
Malaysia,Teluk Intan,history,"Leaning Clock Tower, Heritage Town",Heat and humidity,No,50,0
Malaysia,Kemaman,culture,"Fishing Village, Seafood, Beaches",Quiet at night,No,50,0
Malaysia,Bagan Datuk,nature,"Fishing Villages, Sunset Views","Remote, No major hotels",No,50,0
Malaysia,Mersing,beach,"Island Gateway, Riverside Town",Monsoon ferry delays,No,50,0
Malaysia,Batu Pahat,modern,"Shopping Malls, Food Trail, Parks",Warm weather,No,50,0
Malaysia,Kulim,modern,"Parks, Industrial Tours, Waterfalls",Less touristy,No,50,0
Malaysia,Pengkalan Hulu,nature,"Elephant Observation, Jungle Area",Basic amenities,No,50,0
Malaysia,Kuala Selangor,nature,"Fireflies Tour, Sky Mirror, Nature Park",Check tidal schedules,No,55,0
Malaysia,Sabak Bernam,culture,"Homestays, Paddy Farming",Rural lifestyle,No,50,0
Maldives,Male,culture,"Grand Friday Mosque, National Museum, Fish Market",Crowded in peak hours,No,150,1200
Maldives,Maafushi,adventurous,"Maafushi Water Sports Center (snorkeling and diving center), Bikini Beach",Strong sun,No,130,1200
Maldives,Addu City,photography,"Gan Island (island with aerial views), British Loyalty Shipwreck (diving site)",Diving safety required,No,140,1200
Maldives,Thulusdhoo,adventurous,"Cokes Surf Break (surfing spot), Coral Garden Snorkeling (reef snorkeling area)",Watch out for currents,No,120,1200
Maldives,Hulhumale,modern,"Hulhumale Beach, Central Park",Urban development ongoing,No,130,1200
Maldives,Fuvahmulah,photography,"Tiger Shark Diving (diving site), Thoondu Beach (white pebble beach)",Experienced divers only,No,140,1200
Maldives,Villimale,culture,"Villimale Island (local lifestyle island), Eco Dive Center (coral conservation center)",Respect local customs,No,120,1200
Maldives,Dhigurah,adventurous,"Whale Shark Snorkeling (guided tour area), Long Beach",Follow boat safety rules,No,130,1200
Maldives,Baa Atoll,photography,"Hanifaru Bay (manta ray aggregation site), Coral Reefs (underwater reef area)",Marine protection rules apply,No,150,1200
Maldives,Ukulhas,culture,"Ukulhas Village (eco-friendly village), Ukulhas Beach",Respect environment,No,120,1200
Maldives,Rasdhoo,adventurous,"Hammerhead Shark Point (diving site), Madivaru Corner (reef wall dive)",Strong currents,No,130,1200
Maldives,Ari Atoll,photography,"Maaya Thila (night diving site), Fesdu Wreck (sunken ship photography)",Night dive precautions,No,150,1200
Maldives,Vaavu Atoll,adventurous,"Alimatha Night Dive (nurse shark dive), Fotteyo Kandu (colorful coral canyon)",Diving safety protocols,No,140,1200
Maldives,Meemu Atoll,photography,"Muli Island (drone photography spot), Shark Diving Site (reef sharks)",Diving certifications required,No,135,1200
Maldives,Lhaviyani Atoll,adventurous,"Kuredu Express (current drift dive), Shipyard Wrecks (sunken ship diving)",Drift dive experience needed,No,140,1200
Maldives,Noonu Atoll,photography,"Orimas Thila (shark reef photography), Kudafunafaru Island (aerial photography island)",Remote access,No,150,1200
Maldives,Shaviyani Atoll,adventurous,"Big Blue (deep diving site), Coral Walls (colorful coral wall dives)",Deep dive certifications needed,No,140,1200
Maldives,Haa Alif Atoll,photography,"Utheemu Ganduvaru (historic palace), Dhidhdhoo Island (drone island photography)",Respect historic sites,No,145,1200
Maldives,Haa Dhaalu Atoll,culture,"Hanimaadhoo Island (local village), Baarah Island (historic coral stone mosque)",Respect local customs,No,140,1200
Maldives,Gnaviyani Atoll,photography,"Fuvahmulah Island (unique single-island atoll), Fuvahmulah Harbor (harbor photography)",Limited tourist facilities,No,140,1200
Maldives,Kudadoo,modern,"Kudadoo Private Island (luxury resort), Overwater Villas (exclusive accommodations)",Very high cost,No,300,1200
Maldives,Soneva Fushi,modern,"Soneva Fushi Resort (sustainable luxury resort), Private Cinema (island movie experience)",Very high cost,No,350,1200
Maldives,Milaidhoo,modern,"Milaidhoo Island (luxury boutique resort), Private Beaches",Luxury stay,No,320,1200
Maldives,Baros,modern,"Baros Island (exclusive overwater villas), Reef Snorkeling (house reef)",Luxury stay,No,300,1200
Maldives,Komandoo,modern,"Komandoo Island Resort (adults-only resort), House Reef (easy snorkeling access)",Limited for families,No,280,1200
Maldives,Niyama,modern,"Niyama Private Islands (luxury twin-island resort), Subsix (underwater nightclub)",Luxury budget required,No,350,1200
Maldives,Sun Island,adventurous,"Sun Island Resort (all-inclusive resort activities), Diving Center",Coral reef protection rules apply,No,200,1200
Maldives,Kihaadhoo,photography,"Kihaadhoo Island (secluded beach photography), Hanifaru Bay nearby (manta snorkel)",Marine protected area rules,No,150,1200
Maldives,Thoddoo,culture,"Thoddoo Island (local farming community), Public Beaches (cultural zones)",Respect local dress codes,No,120,1200
Maldives,Kandolhu,modern,"Kandolhu Island (exclusive luxury villas), Coral House Reef",High-end property,No,320,1200
Maldives,Bandos,modern,"Bandos Resort (family friendly resort), Diving Academy (certified dive school)",Busy Resorts,No,220,1200
Mongolia,Ulaanbaatar,culture,"Gandan Monastery (temple), Sukhbaatar Square (shopping area), National Museum",Urban traffic and air pollution,No,70,850
Mongolia,Erdenet,modern,"Erdenet Mining Museum (industry display), Soviet Architecture",Industrial zone,No,65,850
Mongolia,Darkhan,culture,"Friendship Park, Darkhan Museum (local heritage)",Urban outskirts can be dusty,No,60,850
Mongolia,Kharkhorin,culture,"Erdene Zuu Monastery (temple), Orkhon Valley (UNESCO heritage)",Cold nights, No,55,850
Mongolia,Dalanzadgad,adventurous,"Yolyn Am (valley hike), Gobi Gurvansaikhan National Park (desert wildlife)",Sandstorms,No,60,850
Mongolia,Murun,photography,"Lake Kh??vsg??l (blue lake), Deer Stones (ancient carvings)",Cold winds, No,55,850
Mongolia,Choibalsan,culture,"WWII Memorials, Steppe Scenery (historic plains)",Sparse amenities, No,50,850
Mongolia,Zuunmod,culture,"Manzushir Monastery (wooded temple complex), Bogd Khan Nature Reserve",Wild animals in nature zones,No,55,850
Mongolia,Bayankhongor,adventurous,"Shargaljuut Hot Springs (natural spa), Local Museum (regional heritage)",Hot during day,No,50,850
Mongolia,Arvaikheer,culture,"Local Horse Culture Festivals, Steppe Museum",Dust storms in dry months,No,50,850
Mongolia,Tsetserleg,culture,"Zayain Gegeen Monastery (religious history), Cultural Museum (regional artifacts)",Quiet town,No,55,850
Mongolia,Bulgan,photography,"Forest-Steppe Trails (nature walk), Bulgan History Museum",Ticks in forested areas,No,55,850
Mongolia,Altai,adventurous,"Eej Khairkhan Mountain (sacred site), Local Markets",Altitude sickness possible,No,50,850
Mongolia,Ulgii,culture,"Altai Tavan Bogd (mountain park), Eagle Festival (cultural event)",Remote access,No,55,850
Mongolia,Baruun-Urt,photography,"Steppe Grasslands (sunset shots), Quiet Town Streets (local life capture)",Basic facilities only,No,50,850
Mongolia,Sainshand,culture,"Khamariin Khiid Monastery (spiritual retreat), Energy Center (desert meditation site)",Very dry climate,No,50,850
Mongolia,Choyr,photography,"Steppe Landscapes (open horizon photography), Train Station Area (Soviet-era views)",Limited local transport,No,45,850
Mongolia,Mandalgovi,adventurous,"Ikh Gazriin Chuluu (granite rock formations), Central Desert Trekking",Remote desert area,No,50,850
Mongolia,Olgii,culture,"Uvs Lake (ethnic cultural region), Town Market (Kazakh local culture)",Strong winds in open areas,No,55,850
Mongolia,Choir,modern,"Local Markets, Rail Hub Stop (train travel views)",Minimal urban facilities,No,45,850
Mongolia,Tosontsengel,photography,"Ider River Valley (landscape photography), Wooden Bridges",Cold in evenings,No,50,850
Mongolia,Zavkhan,adventurous,"Otgon Tenger Mountain (hiking), Sand Dunes Trek",Unpredictable weather,No,55,850
Mongolia,Tuv,culture,"Bogd Khan National Park (historic nature zone), Meditation Retreats",Remote monasteries,No,50,850
Mongolia,Khentii,adventurous,"Birthplace of Genghis Khan, Baldan Bereeven Monastery (ruins)",Bumpy roads,No,55,850
Mongolia,Bayandelger,photography,"Open Steppe Landscapes, Nomadic Tents (ger photography)",Windy and remote,No,45,850
Mongolia,Sharkh,adventurous,"Sandboarding in Mini Gobi, Desert Village",No paved roads,No,50,850
Mongolia,Toson Hulst,culture,"Salt Lakes (scenic & spiritual), Local Villages",High salt in air,No,50,850
Mongolia,Orkhon,photography,"Orkhon Waterfall (nature shot), River Valley Views",No signal zones,No,50,850
Mongolia,Khujirt,culture,"Hot Springs Resort, Healing Retreats",Basic lodging,No,55,850
Mongolia,Bayan-Ovoo,adventurous,"Dinosaur Fossil Sites, Fossil Museum",Hot in midday,No,55,850
Myanmar,Yangon,culture,"Shwedagon Pagoda (Buddhist temple), Bogyoke Aung San Market (historic market), Sule Pagoda (city landmark)",Crowded around pagodas,Yes,100,900
Myanmar,Mandalay,culture,"Mandalay Palace (royal palace), U Bein Bridge (historic teak bridge), Mahamuni Buddha Temple (sacred shrine)",Strong sun at bridge,Yes,90,900
Myanmar,Bagan,culture,"Bagan Archaeological Zone (temple plains), Ananda Temple (landmark temple), Shwezigon Pagoda (historic pagoda)",Dust at sunrise,Yes,85,900
Myanmar,Naypyidaw,modern,"Naypyidaw Parliament (government complex), Uppatasanti Pagoda (replica of Shwedagon)",Remote capital city,Yes,80,900
Myanmar,Inle Lake,photography,"Inle Lake (floating villages and stilt houses), Phaung Daw Oo Pagoda (golden pagoda)",Mosquitoes near lake,Yes,95,900
Myanmar,Ngapali,adventurous,"Ngapali Beach (tropical beach), Thandwe Market (local market)",Strong sun & sea currents,Yes,110,900
Myanmar,Taunggyi,culture,"Taunggyi Balloon Festival (annual event), Kakku Pagodas (ancient stupas)",High altitude,Yes,85,900
Myanmar,Chaungtha,adventurous,"Chaungtha Beach (surfing beach), Turtle Rearing Farm (conservation site)",Jellyfish season,Yes,90,900
Myanmar,Hsipaw,adventurous,"Hsipaw Trekking (hill tribe trails), Bawgyo Waterfall (nature hike)",Slippery trails,Yes,80,900
Myanmar,Monywa,photography,"Thanboddhay Pagoda (decorative pagoda), Hpo Win Daung Caves (Buddhist cave temples)",Dusty terrain,Yes,75,900
Myanmar,Mawlamyine,culture,"Kyaikthanlan Pagoda (hilltop temple), Mon State Cultural Museum",Rainy-season floods,Yes,80,900
Myanmar,Kyaiktiyo,culture,Golden Rock (mountaintop shrine),Steep climb for elderly,Yes,85,900
Myanmar,Chin State,photography,"Mindat Hill (hill tribe photography), Chin Tribal Villages (cultural photography)",Remote & limited transport,Yes,75,900
Myanmar,Pyin Oo Lwin,photography,"Pyin Oo Lwin Botanical Gardens (flower photography), Peik Chin Myaung Cave (cave temple)",Cool evenings,Yes,85,900
Myanmar,Hpa-An,adventurous,"Mount Zwegabin (summit hike), Sadan Cave (river cave)",Steep hikes,Yes,80,900
Myanmar,Kalaw,adventurous,"Kalaw Trekking (hill tribe trails), Pine Hill Viewpoint",Cold mornings,Yes,75,900
Myanmar,Pindaya,photography,"Pindaya Caves (thousands of Buddha images), Lake Pone Taloke (scenic lake)",Slippery cave floors,Yes,80,900
Myanmar,Pathein,culture,"Pathein Umbrella Workshop (craft tours), Shwemokhtaw Pagoda",Hot midday sun,Yes,80,900
Myanmar,Dawei,adventurous,"Dawei Beach (untouched beach), Myeik Archipelago (island tours)",Limited facilities,Yes,95,900
Myanmar,Salay,culture,"Salay Monastery (19th???century monastery), Bawbawgyi Stupa",Remote heritage site,Yes,75,900
Myanmar,Sittwe,culture,"Sittwe Beach (Bay of Bengal), Maha Pannya Jota Pagoda",Monsoon season,Yes,90,900
Myanmar,Putao,adventurous,"Putao Trekking (mountain treks), Hkakabo Razi Base Camp (remote hikes)",Altitude & logistics,Yes,100,900
Myanmar,Magwe,photography,"Magwe Bridge (river view), Minhla Fort (historic ruins)",Scorching sun,Yes,80,900
Myanmar,Mrauk U,culture,"Mrauk U Pagoda Complex (temple ruins), Local workshops",Remote access,Yes,85,900
Myanmar,Pyay,culture,"Shwesandaw Pagoda (river???hill pagoda), Thayekhittaya Caves",Rustic roads,Yes,75,900
Myanmar,Loikaw,photography,"Loikaw Market (cultural photography), Padaung Villages (neck???ring tribes)",Cultural sensitivity,Yes,80,900
Myanmar,Myitkyina,adventurous,"Myitkyina Trekking (river landscapes), Indawgyi Lake (freshwater lake)",Malaria risk,Yes,90,900
Myanmar,Tachileik,modern,"Tachileik Border Market, Burmese???Thai Friendship Bridge",Cross???border currency issues,Yes,85,900
Myanmar,Kengtung,photography,"Kengtung Market (hill tribe market), Inma Lake (town lake photography)",Remote region,Yes,80,900
Myanmar,Lashio,adventurous,"Lashio Railway Station (historic rail photography), Hsenwi Trails",Bumpy roads,Yes,80,900
Myanmar,Pyawbwe,culture,Kyaukse Pagoda Hill (Burmese pagoda site),Dusty climb,Yes,75,900
Myanmar,Popa,photography,"Mount Popa (volcanic pilgrimage site), Taung Kalat Temple (mountain temple)",Monkeys around temple,Yes,80,900
Myanmar,Ywangan,adventurous,"Ywangan hills (hiking terrain), Shan villages (cultural trek)",Remote and cold,Yes,85,900
Myanmar,Shwebo,culture,"Shwebo ancient city (royal ruins), Parinitaung Pagoda",Hot daytime temps,Yes,75,900
Myanmar,Htaukkyant,modern,Htaukkyant War Cemetery (historic WWII site),Outside city,Yes,80,900
Myanmar,Hopong,photography,"Hopong Hills (landscape photography), Local rice terraces",Slippery during rains,Yes,80,900
Myanmar,ZeeBoun,adventurous,"ZeeBoun gorge (river gorge hike), Local suspension bridge",Remote hikes,Yes,85,900
Myanmar,Kyaukme,photography,"Kyaukme Railway Station (colonial era), Shan Hills (hill photography)",Cold mornings,Yes,80,900
Myanmar,Mone, culture,"Mone Township Pagoda (village pagoda), Local Mon costumes",Traditional etiquette,Yes,75,900
Nepal,Kathmandu,culture,"Boudhanath Stupa (largest Tibetan Buddhist stupa), Pashupatinath Temple (Hindu temple), Thamel (tourist district)",Sep high traffic in Thamel,Yes,90,850
Nepal,Pokhara,adventurous,"Fewa Lake (boating and mountain views), Sarangkot Sunrise Point",Altitude effects,Yes,100,850
Nepal,Chitwan,photography,"Chitwan National Park (wildlife safari), Rapti River (riverbank wildlife)",Mosquitoes,Yes,95,850
Nepal,Lumbini,culture,"Lumbini Sacred Garden (birthplace of Buddha), Maya Devi Temple",Crowds on pilgrimage days,Yes,85,850
Nepal,Bhaktapur,culture,"Bhaktapur Durbar Square (medieval palace square), Nyatapola Temple",Slippery stone steps,Yes,80,850
Nepal,Janakpur,modern,"Janaki Temple (Hindu shrine), Ram Sita Pond",Summer heat,Yes,75,850
Nepal,Pokhara,photography,"Devis Fall (waterfall), Davis??? Falls",Slippery edge,Yes,100,850
Nepal,Nuwakot,culture,"Nuwakot Durbar (historic palace), Hilltop views",Steep climb,Yes,80,850
Nepal,Bharatpur,modern,"Bird Watching Tower (wetland reserve), Seti River Viewpoint",Monsoon flooding,Yes,85,850
Nepal,Il??m,photography,"Il??m Tea Gardens (tea plantation views), Mechi Bridge",Remote roads,Yes,90,850
Nepal,Kathmandu,photography,"Garden of Dreams (historic garden), Swayambhunath (Monkey Temple)",Crowds at sunset,Yes,90,850
Nepal,Panauti,culture,"Panauti Temple Square (ancient Newar town), Indreshwar Mahadev Temple",Narrow roads,Yes,75,850
Nepal,Mustang,adventurous,"Upper Mustang Trekking (desert mountain trails), Lo Manthang (walled city)",Permits required,Yes,110,850
Nepal,Jomsom,adventurous,"Jomsom Trekking Base (trail hub), Dhampus Viewpoint",High altitude,Yes,105,850
Nepal,Syangja,photography,"Syangja Viewpoint (himalayan panorama), Kaligandaki River Gorge",Remote transport,Yes,90,850
Nepal,Tansen,culture,"Tansen Old Town (hill town heritage), Palpa Durbar",Hilly roads,Yes,85,850
Nepal,Manakamana,adventurous,Manakamana Cable Car (hilltop temple access),Crowded weekends,Yes,80,850
Nepal,Ghandruk,photography,"Ghandruk Village (himalayan view trekking), Gurung Culture Museum",Steep trails,Yes,90,850
Nepal,Bhairahawa,modern,"Lumbini International Airport (gateway city), Rupandehi Museum",Budget infrastructure,Yes,80,850
Nepal,Dharan,modern,"Dharan Hill (panoramic viewpoint), Bhedetar View Tower",Hilly commute,Yes,85,850
Nepal,Dhangadhi,modern,"Dhangadhi Airport (brief stopover city), Seti Riverbank",Grassland dust,Yes,75,850
Nepal,Hetauda,modern,"Hetauda Industrial Area (urban zone), Churiya Hills Viewpoint",Air pollution,Yes,80,850
Nepal,Chitwan,adventurous,Elephant Bathing Station (wildlife activity),Sun protection,Yes,95,850
Nepal,Sagarmatha National Park,adventurous,Everest Base Camp Trek (mountain trek),Extreme altitude,Yes,110,850
Nepal,Khaptad,photography,Khaptad National Park (hill plateau views),Basic amenities,Yes,85,850
Nepal,Taplejung,adventurous,Kanchenjunga Base Camp Trek (mountain trek),High altitude,Yes,110,850
Nepal,Syabrubesi,photography,Langtang Trekking Base (village photography),Landslide risk,Yes,90,850
Nepal,Dolakha,culture,"Kalinchowk Temple (hill shrine), Mountain ridge vistas",Cold nights,Yes,85,850
Nepal,Janakpur,photography,"Sita Janaki Temple (colorful shrine), Mithila Art Murals",Cultural sensitivity,Yes,80,850
Nepal,Kapilvastu,culture,Tilaurakot (historic Buddha palace ruins),Rural roads,Yes,85,850
Nepal,Sindhupalchok,adventurous,Helambu Trekking (himalayan trail),Landslide season,Yes,100,850
Nepal,Mustang,photography,Lo Dragon???s Eye Cave (photography site) ,Dark cave,Yes,105,850
North Korea,Pyongyang,culture,"Kumsusan Palace of the Sun (mausoleum), Mansudae Grand Monument (statues), Juche Tower (ideology monument)",Strict behavior guidelines,Yes,120,1200
North Korea,Pyongyang,modern,"Ryugyong Hotel (skyscraper), Pyongyang Metro (underground art stations)",Tour guide required at all times,Yes,125,1200
North Korea,Kaesong,culture,"Panmunjom (DMZ Joint Security Area), Koryo Museum (ancient Korean history)",No photography in DMZ,Yes,110,1200
North Korea,Mount Myohyang,culture,"International Friendship Exhibition (gift halls), Pohyon Temple (historic Buddhist temple)",Limited communication,Yes,120,1200
North Korea,Nampo,modern,"West Sea Barrage (hydroelectric project), Nampo Port",Restricted access,Yes,115,1200
North Korea,Mount Paektu,adventurous,"Mount Paektu Crater Lake (sacred mountain lake), Heaven Lake (summit view)",Altitude & weather risk,Yes,130,1200
North Korea,Hamhung,culture,"Majon Beach (coastal resort), Hungnam Fertilizer Complex (industrial visit)",Tour guides control access,Yes,110,1200
North Korea,Wonsan,photography,"Wonsan Beach (beachfront city), Songdowon International Children's Camp (campus)",Swimming restrictions,Yes,115,1200
North Korea,Chongjin,culture,"North Hamgyong Provincial Museum, Chongjin Steel Complex (industrial site)",Restricted photography,Yes,110,1200
North Korea,Samjiyon,adventurous,"Samjiyon Grand Monument (historic site), Paektu Waterfall",Cold conditions,Yes,125,1200
North Korea,Sariwon,culture,"Sariwon Folklore Street (Korean culture display), Mount Kyongam Pavilion",Limited independent movement,Yes,110,1200
North Korea,Rason,modern,"Rason Special Economic Zone (business district), Rajin Port (trading harbor)",Strict permit requirements,Yes,115,1200
North Korea,Pyongsong,modern,"Pyongsong Science Center (educational museum), Jangchon Cooperative Farm (model farm)",Limited infrastructure,Yes,110,1200
North Korea,Sinchon,culture,Sinchon Museum of American War Atrocities,Graphic exhibits,Yes,110,1200
North Korea,Mount Kumgang,adventurous,"Mount Kumgang Scenic Area (hiking trails), Kuryong Falls (waterfall)",Hiking safety precautions,Yes,125,1200
North Korea,Hyesan,photography,"Yalu River Viewpoint (border photography), Hyesan City Market",No photography near borders,Yes,120,1200
North Korea,Mount Chilbo,adventurous,"Chilbo Mountain Trekking Routes, Sea Chilbo Coastal Area",Remote area,Yes,130,1200
North Korea,Onchon,adventurous,Onchon Hot Springs Resort,Health restrictions may apply,Yes,115,1200
North Korea,Kimchaek,culture,"Kimchaek Iron Complex, Coastal Fishing Villages",Limited transport,Yes,110,1200
North Korea,Hoeryong,culture,"Kim Jong Suk Native House (historic home), Hoeryong Park",Border restrictions,Yes,115,1200
North Korea,Songnim,modern,Songnim Industrial Zone (factory visits),Restricted access,Yes,110,1200
North Korea,Anbyon,photography,"Anbyon Hot Springs (natural spa area), Anbyon Waterfall (landscape)",Access limited by tour,Yes,115,1200
North Korea,Taedonggang,photography,Taedong River Cruises (river city view),Tour escort mandatory,Yes,115,1200
North Korea,Chongjin Port,modern,"Chongjin Shipyard (industrial visit), Port Observation Deck",Restricted areas,Yes,110,1200
North Korea,Pyongyang Circus,modern,Pyongyang State Circus (cultural performance),Limited shows,Yes,120,1200
Oman,Muscat,culture,"Sultan Qaboos Grand Mosque, Royal Opera House",Respect dress code,No,120,1800
Oman,Muscat,modern,"Avenues Mall (shopping mall), Al Mouj Marina (modern harbor)",High temperatures,No,120,1800
Oman,Nizwa,culture,"Nizwa Fort, Nizwa Souq (traditional market)",Hot midday sun,No,110,1800
Oman,Nizwa,photography,"Jebel Akhdar (mountain scenery), Date Palm Plantations",Steep roads,No,115,1800
Oman,Salalah,adventurous,"Wadi Darbat (waterfalls & hiking), Al Mughsail Beach (cliffside beach)",Flash floods in wadis,No,125,1800
Oman,Salalah,photography,"Frankincense Land Museum, Al Haffa Beach (white sands)",Humidity during khareef,No,120,1800
Oman,Sohar,culture,"Sohar Fort, Sohar Corniche",Respect local customs,No,110,1800
Oman,Sur,photography,"Ras Al Jinz Turtle Reserve, Dhow Shipyard (traditional boatyard)",Limited public transport,No,115,1800
Oman,Jebel Shams,adventurous,"Jebel Shams Grand Canyon (hiking), Balcony Walk Trail",Cliffside caution,No,130,1800
Oman,Al Hamra,culture,"Al Hamra Old Town (mudbrick village), Bait Al Safah Museum",Narrow alleys,No,110,1800
Oman,Bahla,culture,"Bahla Fort (UNESCO site), Bahla Pottery Market",Heat exposure,No,110,1800
Oman,Ibra,photography,"Ibra Old Quarter, Wednesday Souq (women's market)",Quiet town,No,110,1800
Oman,Masirah Island,adventurous,"Kite Surfing Beaches, Masirah Beaches (remote coastline)",Strong currents,No,120,1800
